ExerciseDays,BMIPercentile
0,95.04052672
0,90.98298351
6,92.39337265
4,83.7161669
0,43.14984367
7,15.29718496
0,54.40385458
6,72.06573405
0,16.03372613
2,83.90660452
7,52.2899712
0,51.44659085
0,76.13913858
7,32.3855029
3,13.16010488
4,90.70482965
2,98.46004967
1,98.1620765
4,87.32744126
1,62.75875953
3,92.09238408
7,72.40481299
3,32.35454194
7,47.11027439
0,73.65945206
5,75.94273757
0,45.84835334
0,91.41797055
0,95.26327504
0,95.77021638
1,97.402769
0,70.67451976
0,98.86075815
5,16.34633408
1,5.221698862
0,85.29469889
2,79.65116681
7,87.66542983
0,50.95276905
0,94.34347293
0,84.67610222
4,72.13833601
4,71.04906399
2,43.14984367
0,75.73919519
2,56.95841633
0,89.0685033
2,56.12875598
2,69.82409651
4,97.02213328
4,89.45507565
0,30.14155853
2,90.445849
0,83.32303085
0,44.3547711
2,36.09086758
4,32.79325237
0,89.46125467
5,55.06915825
5,12.7812687
6,97.56644906
7,90.64159581
3,93.57446282
2,88.67030744
0,69.8037989
0,91.74867665
0,62.47075585
7,62.19393818
0,95.96968872
0,52.00817272
2,92.17328593
3,29.36620695
7,74.42424318
3,93.8171533
2,77.43318673
4,31.08786145
5,52.41472276
1,47.49270385
3,87.32319147
4,66.84791246
6,96.0698293
0,96.53495056
1,72.59307595
2,57.23154694
0,96.66907244
5,95.06926956
7,95.67864261
0,7.539064645
7,65.88575167
1,99.25075881
5,98.60384523
7,95.5627807
3,93.82384404
3,64.26150224
3,95.75831461
6,49.31286868
7,80.48537598
3,98.44322633
5,98.20741258
1,97.37935273
3,82.52624851
0,98.04338304
4,78.34535674
5,62.89553884
4,51.96787195
4,79.08474787
2,98.89868045
1,97.46205604
1,17.61177125
3,98.1460872
2,97.94473227
1,95.23628309
3,69.86952348
5,82.18267485
6,41.16151426
3,84.69244832
0,0.127623738
4,15.04494477
1,94.54022686
1,66.08825915
5,84.68486522
0,25.72210511
7,68.36945909
2,97.43232997
0,88.19401121
2,93.76714147
3,97.02213328
0,55.41633193
4,51.74396482
1,44.29519256
0,48.82355055
0,56.12271161
2,97.76629197
0,84.46222906
1,26.68936925
2,95.21258449
1,96.55158594
6,80.3927078
2,26.68936925
1,96.43759959
2,50.280802
2,79.73361306
0,84.25378028
2,57.95910476
2,81.37814313
0,80.1306852
2,1.223660196
2,97.17383472
2,68.08272065
2,36.04892235
2,36.97117788
1,84.57262784
2,38.77914215
0,95.0797674
2,62.22547319
2,71.04906399
2,67.24002801
0,21.67031209
0,65.72450251
3,48.32468565
2,84.25378028
6,72.37341512
7,40.5504485
0,44.48848749
2,17.10726474
1,71.73217243
2,64.30723303
4,77.20364961
2,77.04936127
1,83.65146996
2,28.19590588
0,70.31917473
1,74.73837182
0,29.93458107
1,52.22408981
2,24.60515146
2,57.28656414
0,20.67025402
0,38.66815976
1,9.166422739
2,39.83290293
0,41.29710255
0,94.85089769
2,74.84675066
2,97.23364986
7,65.10834035
7,93.4942442
3,95.76721077
1,99.61995365
0,10.55214112
1,55.13320687
7,39.03729713
0,75.08579851
0,67.85584641
0,56.12271161
2,72.77371208
4,75.42161697
1,71.40661886
3,80.55410129
5,78.9594291
0,30.14155853
5,8.572778087
7,52.16728949
7,60.66321529
7,55.18146429
1,63.00335407
2,28.86485531
6,10.18249348
1,15.52368583
1,51.77995186
2,41.73731334
7,2.25e-06
0,73.34615457
7,89.96770983
0,1.581399578
3,27.29502022
7,28.54864874
3,42.9070731
3,28.36149003
6,76.12920997
2,87.16521278
0,71.24517665
0,50.642691
2,90.7689509
7,97.31596569
0,2.702715023
2,93.16003384
6,2.313488775
0,99.17328495
1,13.08187583
0,45.28645414
3,98.91230885
0,95.11584958
0,96.02199137
0,67.24002801
2,29.11078354
0,91.15175113
0,7.402370058
1,2.909291727
1,35.53356949
3,30.97488641
7,50.14851643
7,27.25450767
5,35.87780684
0,84.57523065
1,96.60449181
2,0.012937873
2,64.9623322
7,57.23154694
7,84.60323997
4,63.24664717
7,39.39239835
2,90.445849
7,35.70830555
6,29.93458107
0,3.624612031
0,57.16624079
0,0.099974269
1,13.16010488
3,17.74504799
0,78.66079606
0,99.00676486
2,65.01459821
1,11.7578857
3,31.95457566
3,84.68839156
0,6.550834406
3,83.86652792
7,11.9858923
5,80.72244171
1,74.0489888
7,13.71140227
7,69.13085778
0,62.69018255
0,59.36187206
5,62.69018255
7,42.73610117
5,63.45918088
0,97.91131841
7,89.43535191
0,55.96980611
5,88.10799552
7,86.2705902
1,71.891691
7,16.34633408
3,20.41671842
0,87.16138715
7,91.62141608
7,40.79455963
1,22.66659312
6,47.57875662
0,93.57446282
7,59.47446449
0,60.06952126
0,26.20415662
3,97.21755336
2,3.768482946
5,82.23608164
1,95.36539337
0,92.91381168
5,51.28932037
1,52.55947074
0,40.8934694
7,99.34120298
0,97.23548996
7,63.8076547
5,63.80400179
4,41.79514038
4,69.13113635
6,84.84665926
7,93.25956317
7,73.87758954
7,19.12650374
7,89.82347469
4,97.6817734
4,66.84791246
6,99.5327482
4,42.58443965
7,87.79133475
7,62.05752496
3,23.56629787
2,66.67372723
0,54.17779991
7,1.398242214
0,49.07165942
0,83.50451958
0,4.861742324
5,5.750020485
5,77.20364961
0,94.68291579
0,91.34293389
0,74.41879277
7,95.68925253
0,37.18895874
0,93.13918876
0,38.60495566
5,68.28334828
0,34.21869952
2,93.11718517
0,45.17144028
0,5.901546091
3,75.19253869
0,88.71558532
3,84.25452085
0,98.62953019
2,30.98255809
0,95.12950717
6,96.96756116
7,49.88343043
0,56.29565269
1,79.66153065
0,80.77690249
0,86.74519316
3,16.03372613
0,93.20315098
7,94.34347293
0,98.89321467
4,97.1843072
0,93.20315098
0,88.21172206
7,72.82376292
0,16.73999365
0,58.167767
0,58.40828186
0,53.70643103
1,75.2628239
0,36.8619196
2,92.0955763
7,81.88920139
2,90.49868957
7,94.25302614
5,99.05950452
6,82.18267485
7,85.72136293
0,53.24794021
3,66.54483144
7,51.61765844
4,98.3498431
0,66.71134102
3,54.40819125
4,98.40917302
7,55.68597478
5,81.79666847
0,86.71569586
0,34.20904036
0,91.17759683
3,74.51763205
5,89.17900904
4,58.09322257
7,95.68357951
0,33.66779009
2,91.59481599
7,78.31747374
6,48.66934789
5,73.71563971
2,74.61766754
0,54.38998582
2,87.0929914
5,83.86594073
0,52.55947074
0,64.48479627
0,72.01453889
1,78.10688836
0,97.34193033
6,62.95970228
3,45.26162121
0,81.37544358
0,89.78692125
0,93.58027647
7,29.14256978
0,41.49272193
5,58.62211115
0,83.63410521
0,0.06888692
0,70.57774417
0,2.880528749
0,63.79127104
7,92.08608045
4,17.74504799
6,76.16361312
0,10.89712829
1,80.06893476
4,46.07997675
0,10.51649662
3,70.07852644
0,47.52350758
0,50.87045271
2,96.52128507
3,96.43961705
3,73.02521942
7,74.57239196
0,54.15385884
0,70.40604141
0,49.20619657
7,78.81888198
2,86.1407343
7,91.99165166
0,67.52127307
0,31.69146229
4,66.71134102
5,88.70562889
0,33.79539728
7,54.36795158
2,54.63077194
4,25.61355879
0,9.846546229
7,87.3464244
7,85.95780965
7,99.02969173
3,12.16060398
0,48.88422202
3,56.7549496
5,40.05564445
2,12.35928755
5,97.91385948
2,6.550834406
3,2.56681879
4,59.36187206
3,92.98915736
3,31.78001777
1,77.46994059
0,10.1969851
1,85.170329
2,89.32589276
1,22.86186612
0,83.45551184
0,70.40604141
0,43.19281437
0,82.97393233
0,65.80904497
4,61.4875819
4,63.14078915
7,29.16525856
1,68.26816807
0,61.87699019
5,74.26220694
0,58.8744133
0,62.14172597
0,93.79543511
4,59.82202109
4,88.43534523
0,74.63209612
5,69.13113635
5,55.56148302
0,64.22682777
6,97.35259162
4,75.91512943
1,24.19083228
7,47.7153177
5,26.68936925
2,91.21895864
0,40.43646118
5,87.60528516
2,65.93660653
0,80.06893476
2,49.7850387
0,31.47383063
0,85.88884383
7,1.93e-07
7,69.13085778
1,25.87739237
0,0.083081072
3,98.38097797
0,98.47769537
4,94.37294768
1,67.00407505
3,97.26692919
0,44.31506726
0,9.60866394
0,55.49638039
4,49.54884889
4,90.43366411
0,49.99841183
3,95.23595706
7,87.8987
0,38.28337982
0,96.35800023
2,72.03344585
2,93.94948189
0,84.25378028
0,35.04876286
7,92.62027788
0,12.35928755
0,18.94191976
7,11.79596595
0,83.81890611
0,62.32337542
0,96.15514454
2,68.87790029
1,93.60197238
0,60.75926332
0,92.63103874
4,28.91092809
2,84.98548123
1,58.69524984
2,80.48219497
0,99.4071271
1,95.58149175
1,75.83754765
0,97.80218106
0,99.38690541
0,38.28337982
0,95.0351687
0,96.70162307
5,38.28337982
2,73.05961868
4,60.50842316
6,52.82514857
1,52.22408981
7,61.78523973
0,57.31734359
0,1.09e-06
0,95.16751397
5,73.25197415
7,18.12467121
3,56.04225389
7,6.550834406
3,97.21392691
1,79.92192149
4,79.52427005
4,96.62100237
0,55.39209463
1,52.00817272
1,84.68486522
0,36.41834536
0,61.69382467
5,98.50220887
7,60.51961267
0,84.50209709
0,18.46382222
2,94.98242996
1,84.50209709
0,38.13156894
1,82.96083327
7,50.87045271
4,68.07050984
2,49.51043175
5,98.39425472
5,83.15630999
6,93.95733265
4,46.65281051
0,47.13837771
0,90.37184496
2,62.0396385
2,87.18889527
0,93.82451004
2,69.73373776
0,77.72521417
7,24.2039299
5,89.69969835
2,95.6699827
5,1.112749347
3,41.69642287
5,71.18384227
2,56.4762692
7,93.70593285
7,93.53501253
0,59.72383084
1,77.80336579
5,85.850767
5,57.95910476
7,47.66003889
0,97.0022349
0,89.59113592
0,83.95952719
1,4.542952907
3,89.02230612
7,89.3692002
1,65.65602309
5,96.39064078
5,25.61355879
2,57.7634963
1,69.51240103
5,61.73415715
7,69.21299403
4,97.47296053
1,95.40169991
2,24.78306649
7,87.39539654
0,70.90474907
2,85.89509592
0,89.00014206
0,45.94823752
7,68.85523045
3,98.58345003
0,38.42613501
0,99.04701118
6,47.36951916
1,96.21000485
7,58.2330153
3,88.16103385
4,95.63081156
0,90.05670299
6,74.23946269
3,88.54090852
7,98.47670004
4,91.87246689
2,73.71563971
1,86.68831688
7,40.79455963
7,42.53225571
6,70.84066228
1,74.23946269
4,98.59438441
7,87.69719593
7,73.49549106
7,74.16259684
4,0.089816787
0,99.51830404
2,3.961497341
7,37.55228267
6,49.0050896
7,90.08907671
7,96.73975317
7,92.98915736
6,67.92773224
2,70.24766118
3,82.88073183
1,79.28331566
0,65.88575167
3,3.208522211
0,99.92595141
5,91.02771303
3,89.13095081
5,95.16031835
7,79.49010291
0,80.50659742
0,65.22758067
0,32.12906956
1,90.63852931
7,90.445849
5,42.90615422
5,64.9623322
5,74.79862377
3,37.90396026
1,45.31636422
6,96.02165064
0,11.68740441
0,70.67451976
0,47.49270385
2,67.57774648
0,20.75227445
0,90.06772465
1,79.34318571
5,89.90357427
0,48.05850021
7,96.21949411
0,98.6657555
7,38.97407692
0,94.66659282
1,80.79348995
1,72.35308828
1,72.79132938
2,76.38362459
6,96.42814963
0,71.18192791
7,98.86047525
2,94.79064882
7,81.20841596
3,5.070497127
0,95.93874795
6,65.88575167
0,83.90660452
0,98.3895016
7,46.40807262
2,88.08579404
7,97.92048132
3,9.013571525
4,99.64821934
3,75.65036356
2,98.57848685
5,50.45031829
0,49.77019799
3,73.26786003
6,99.19305849
0,80.79348995
4,21.37911604
0,26.01707526
1,69.91124718
0,44.42268346
0,46.7792279
5,98.53367128
6,83.30894196
3,34.55230954
5,78.49593958
7,80.0856194
7,64.26150224
0,97.30702879
7,23.90166614
4,11.91054027
2,98.3261157
3,90.51467987
3,80.10329033
1,77.68619969
0,8.393184485
3,41.16151426
3,23.68951218
5,98.20297451
6,99.69149627
7,82.96083327
0,78.39679845
7,45.94823752
6,75.86208809
6,87.89933447
7,98.09399692
7,72.3235904
0,99.5898324
3,70.2948453
1,33.79539728
1,94.02678099
5,35.04876286
0,84.07541706
0,98.36845877
0,90.83906742
7,58.167767
0,0.228962339
1,97.93389699
0,94.1589128
0,64.47468905
0,5.526833422
2,80.60383865
4,98.39388191
0,74.41879277
3,95.08595591
1,46.48345897
3,28.59861823
7,99.53848485
6,91.18588253
5,90.27142777
3,94.1589128
7,99.30684128
0,35.04876286
0,77.86602504
5,93.70323473
7,62.27885472
3,96.96756116
0,93.5776631
5,74.69115727
5,99.35762909
1,92.47053644
0,98.44322633
0,97.95151358
3,98.41070272
6,93.99215342
1,88.98949561
4,21.16741012
4,80.85855022
0,97.31278775
6,83.09080929
1,56.72430248
0,13.9696424
0,99.65808366
7,87.59163865
1,75.0530445
4,77.86602504
3,57.95910476
0,25.62543853
2,97.60393024
0,89.3692002
0,72.36220244
0,84.35424182
5,66.84791246
1,73.23537154
5,89.72936724
0,84.57523065
0,25.70763057
1,39.30780725
2,83.60669867
0,54.40385458
5,87.80684545
2,84.16819767
4,66.84791246
0,68.13816439
4,81.49581012
0,2.702715023
6,33.10249599
5,72.59307595
7,78.31570259
1,64.86991546
0,25.37454537
0,18.33302569
6,96.71574944
0,53.65661966
0,86.28807602
4,25.72210511
7,65.88575167
1,88.94135048
0,19.05524328
1,82.69630628
2,78.71212761
0,97.0639858
3,97.36035322
3,89.17900904
4,93.8762319
0,66.99718709
0,57.63778505
2,45.29045811
7,58.8744133
7,92.80794118
0,96.52233084
7,86.05632028
2,91.91194746
2,68.25363425
0,43.08896674
0,58.63151452
0,93.61122094
5,41.01256196
0,77.84050233
0,20.54967205
2,61.78523973
0,85.71224216
6,27.97089061
1,56.12875598
0,70.79270495
5,92.08608045
0,88.94135048
2,88.50854926
4,96.86687518
3,66.95017509
0,74.94487901
4,72.13833601
4,64.26150224
2,43.08896674
1,98.20741258
5,40.01619315
2,79.64164185
0,96.30631061
3,94.51177834
3,95.38126273
0,44.31252997
0,50.27447135
3,93.71983177
1,87.77485669
7,55.35057859
6,58.90596184
0,8.31144901
0,28.36503577
0,72.81720747
2,80.83682069
1,82.25306188
0,46.75078327
0,43.36390952
3,74.57239196
7,76.22882474
1,82.9590179
7,93.77870978
0,25.87739237
7,14.13953985
2,76.3857129
7,62.64948057
1,79.93438595
2,99.04348497
3,91.89342822
1,50.87045271
0,96.59814222
1,79.65116681
0,70.90474907
0,97.9495474
3,61.98778257
0,62.03042194
5,94.65708955
3,1.880128952
7,94.71903906
5,66.95017509
4,75.23984427
1,90.27142777
3,54.76825471
6,76.30122422
7,89.23253452
0,99.56880333
2,50.9578953
5,97.9696822
5,40.5504485
0,64.26150224
7,75.27125781
5,42.35560365
1,92.80961955
1,98.26889208
3,88.43534523
3,60.9709885
7,78.63912229
2,32.35454194
4,94.30345823
0,42.63682854
0,38.76504839
2,42.53225571
7,91.66538347
4,96.23617059
6,96.59366997
2,91.34279969
0,32.49797332
7,83.84809589
2,89.59808958
1,75.56967464
2,82.1545869
5,71.24184164
7,96.9011252
0,20.10002435
0,56.78007284
7,35.07000003
0,83.95952719
2,71.40661886
2,99.07953216
7,57.42808938
4,56.10159588
0,85.86746891
0,75.39423481
0,70.24766118
5,94.23905608
3,93.57527412
0,69.13113635
7,71.62164751
3,95.15545676
2,58.96570164
0,88.65871597
0,23.64375283
6,76.08348266
0,76.10324407
0,97.64370481
1,96.78605651
4,65.03168045
7,74.41919519
3,92.94610432
7,27.25450767
0,99.89300393
0,92.18672887
7,89.5116963
0,89.23519997
1,91.20270534
0,82.19258456
1,59.20569812
7,95.56634428
2,80.83682069
4,95.42186206
2,71.6376304
0,97.9086358
3,78.07407908
6,74.42424318
0,97.91594395
1,83.4914366
1,16.07384529
1,94.11943839
1,65.84221705
2,82.21719131
0,95.56878315
0,53.20245682
3,90.83906742
3,28.62242966
2,95.77015302
4,72.22436715
0,5.386067358
2,71.24031837
7,92.54301116
4,61.73415715
2,98.054357
7,82.31303268
6,94.46094876
7,95.34311212
6,88.86798665
3,62.71201935
3,40.74620124
2,97.26543733
3,82.96083327
0,81.62895753
0,81.16568453
0,86.99550206
3,64.50937136
0,20.30640586
4,73.99784099
2,83.59949632
5,30.82641153
2,69.17629728
1,81.53114812
0,58.09322257
2,78.13156862
2,25.42919289
2,47.57670396
0,76.48331705
0,96.94902892
1,91.21895864
3,46.07997675
0,93.87619898
4,33.58796716
0,65.88575167
1,45.84835334
0,79.26538475
0,74.34578782
4,42.1484795
7,43.67278106
3,25.47680879
7,56.12875598
3,80.59668985
1,61.62522673
7,94.34347293
3,17.21244391
7,96.10197605
2,84.90617063
4,64.31389023
0,71.29218349
1,92.90410867
0,98.07642499
1,98.74553389
0,88.10799552
2,79.94321014
6,97.83039649
0,97.10109186
0,48.42401661
0,33.68104796
4,37.55228267
7,98.50335879
3,97.62072301
2,60.69733048
3,45.52610311
1,73.78343944
6,44.91365764
2,58.18521241
7,99.45866117
2,91.9506401
1,45.29941242
0,41.98150796
2,65.84221705
0,99.52050181
1,74.60880949
7,52.22408981
3,72.81720747
1,33.66779009
5,57.62712177
5,49.86074291
4,99.04930357
5,99.6818217
4,96.20990788
7,98.68605395
5,23.10048656
7,89.26269177
0,97.0635008
3,45.29941242
0,51.32765319
0,35.23653034
7,57.95910476
0,28.62242966
5,96.62543678
6,77.69452247
1,74.43648056
1,95.75792652
7,77.57745314
0,50.2032122
1,61.04994431
6,98.24871822
7,29.2031064
2,98.14567295
2,98.08190029
4,47.13837771
0,84.69869562
2,99.56771058
7,80.36346566
1,73.74393215
1,18.12467121
0,63.70622574
2,99.29936682
7,47.24873407
7,9.644098976
0,64.18227413
0,82.7114493
2,63.18796467
1,92.84085921
2,39.39239835
1,40.43646118
5,19.12902502
0,78.13156862
0,89.23352868
0,92.37266985
2,81.64099246
6,90.59028078
4,69.13113635
0,92.66928372
1,90.06979532
4,68.21013236
4,82.47988607
2,66.84791246
0,92.59985649
7,76.17136869
0,88.29675017
5,87.01278959
0,51.28932037
5,76.50762039
3,98.89731609
0,10.85557428
7,87.32960669
3,49.2944574
0,76.31024948
4,47.52350758
0,93.28665536
5,30.29728583
1,73.85705027
1,85.86746891
6,76.95374922
3,60.75872902
7,90.83698104
3,36.97561899
0,92.40519305
5,78.81888198
6,98.58357724
1,71.40661886
0,99.49778004
1,93.23027092
0,96.23617059
0,63.26037697
4,70.8375548
1,74.94920676
4,95.71269842
0,70.79270495
2,31.315611
6,97.66670803
6,77.74149951
1,98.80550568
0,95.58328573
0,89.74375782
7,97.18069276
0,95.528208
7,68.33176627
7,41.91044944
0,60.51658607
0,89.5844322
7,32.35454194
5,26.04781219
7,22.50350526
7,90.51467987
0,33.80962297
1,98.05748314
7,89.72043421
1,73.49549106
1,90.4885396
5,98.88142176
2,44.63690682
1,50.71153397
3,87.58322745
0,71.04047181
5,17.54872121
1,5.205666433
7,40.5504485
4,63.43400792
1,65.46843271
0,43.08896674
0,61.78523973
2,99.18029423
2,81.10224079
0,93.06385095
2,79.66153065
2,61.69382467
0,46.60251916
3,75.83754765
0,68.28334828
0,66.84791246
0,94.30345823
0,99.72725748
5,40.25351177
3,9.166422739
4,99.32902534
1,51.20493499
1,98.7263144
2,94.92173575
3,63.31177575
0,39.55289509
0,52.22408981
1,57.31734359
0,46.60251916
0,83.07923933
3,97.69218081
2,63.79127104
0,42.55781123
2,80.08049978
0,58.2330153
0,24.92124987
0,85.78892033
2,83.78124349
1,64.190758
4,94.01746926
3,93.8107995
3,87.95841164
0,52.85458427
2,80.46197592
2,73.45571784
2,91.76755794
0,65.33623547
1,75.2628239
0,6.476856891
7,90.63414561
3,80.08049978
4,87.8987
7,59.25050738
7,90.51467987
2,99.33768585
2,58.18521241
0,35.90122522
0,52.22408981
0,78.85919128
0,92.09238408
0,20.16159882
0,83.09080929
2,26.57716607
5,85.24525752
5,73.96064707
0,68.8468178
2,63.97414542
1,77.65469287
1,28.08611963
5,20.85281344
4,99.20423143
3,63.62101723
7,38.01943648
3,73.70776837
1,91.76883047
0,69.30817653
0,72.77371208
1,21.96843719
0,42.54722762
4,86.28807602
6,98.74550672
7,54.63077194
0,84.36156807
0,33.36035288
1,58.07262747
0,53.35115646
7,79.33060522
4,91.89342822
2,76.41994264
7,69.69082794
1,80.47617765
4,87.36289335
0,13.01581057
1,93.86680804
4,36.41834536
3,84.39085329
0,15.83870002
1,50.50283383
7,13.05895813
2,78.80453031
0,53.04799701
0,62.0953589
0,75.19253869
2,57.95910476
0,16.31431911
0,63.97414542
0,67.52847944
5,16.96162003
7,43.38387385
0,86.26024733
3,93.79543511
0,80.06893476
0,28.91092809
4,95.2156624
0,88.53323553
0,35.64567677
6,16.69715629
3,76.49832024
5,71.8600337
5,87.27836214
0,71.06228764
7,99.3197669
0,9.600920043
0,79.27701275
1,62.95970228
2,7.402370058
3,35.04876286
3,81.09258337
2,97.65130761
7,37.60087813
3,60.51961267
0,43.19281437
6,61.69875147
6,73.46231707
1,6.785446236
7,96.73184309
7,91.38580789
4,42.90615422
3,79.36575134
6,83.70656699
5,73.05961868
7,27.25450767
7,86.43786444
3,57.71859003
2,53.70643103
5,82.31303268
0,63.48927185
1,32.35454194
6,98.29715789
7,15.52368583
3,46.57601987
1,35.68385606
6,4.313275925
0,52.85458427
5,87.02647953
0,30.70445124
1,57.00752646
1,38.13156894
5,77.55710461
4,89.8946131
3,2.097375139
0,25.9046623
6,73.99784099
1,87.87850996
0,61.78523973
4,19.12650374
5,38.60495566
7,29.93458107
1,61.78523973
7,54.29146197
7,47.25298589
7,51.7091278
5,3.922063822
0,92.46823785
2,61.12521977
1,76.7529281
5,72.13833601
1,99.29188367
7,51.99882236
1,91.72258711
6,23.68951218
7,97.65709632
7,88.95708645
6,64.93109847
5,98.59515446
0,82.69918268
1,26.04781219
3,57.63778505
5,54.04791735
7,30.14155853
5,84.74921393
5,62.64228578
1,37.97610596
3,61.96169613
0,46.07997675
5,69.90936567
0,56.12271161
0,47.57670396
6,66.95017509
7,52.12369341
7,16.73773192
6,51.7428672
6,67.38519263
7,38.53470375
2,17.21244391
7,61.12521977
6,82.18037473
6,64.41690823
1,72.16135334
6,57.14891771
0,93.32660355
7,65.88575167
0,76.16361312
0,28.43977705
5,39.76467297
1,30.28405624
7,52.85458427
0,19.71790565
0,81.10224079
2,57.0210877
0,94.73922869
6,48.88769982
3,86.02675338
7,74.0489888
1,99.29030394
7,35.70830555
0,84.29940203
6,52.96298965
4,88.51068606
0,95.17472805
7,46.74549705
6,63.00335407
3,30.75861295
0,98.75114001
3,2.129004354
5,0.32296931
4,10.51649662
0,97.20991552
3,66.08825915
4,74.34578782
0,78.01416162
0,30.70445124
4,54.15385884
4,58.06394871
5,19.42938001
4,98.91161728
2,69.86952348
0,72.13833601
5,94.29934348
3,73.71563971
4,87.68662103
2,60.66321529
3,91.75202934
5,94.71903906
1,2.087615414
1,2.072123519
4,27.90530303
4,47.9840088
5,75.69056427
5,83.59949632
7,15.90455258
0,58.10402513
1,38.97407692
6,30.14155853
3,36.8619196
7,84.59094128
2,87.12890032
4,38.18531901
2,48.60810523
0,82.389679
2,89.17048644
3,44.3547711
5,54.55855666
1,79.68910751
3,54.08133068
0,20.30640586
7,59.6972449
0,90.2360766
5,69.91124718
5,19.66638439
2,40.55138048
0,30.29781056
6,55.0222034
4,45.48786311
2,7.166941
0,83.07923933
2,8.776643466
0,22.66659312
5,94.7785657
0,32.89198615
0,2.473229467
5,38.28337982
3,23.3173045
4,41.49272193
0,16.73999365
5,48.66934789
7,71.35696399
0,98.75114001
6,98.04470152
6,36.51864466
3,91.81628753
2,67.38519263
1,36.41347014
7,84.70109568
6,90.71004354
3,59.36187206
4,74.0489888
5,83.90474553
3,72.48972176
5,67.33594521
0,2.425271505
0,95.33647035
7,23.82271591
0,52.12369341
6,68.13816439
3,99.49307092
7,60.20010436
4,81.63658484
1,65.69062216
3,47.47794212
1,7.402370058
0,91.65684753
7,25.70763057
7,91.49215597
3,17.03187264
0,63.97414542
1,19.05524328
0,79.92192149
7,79.80843534
0,96.57697985
0,27.19555899
6,89.1085597
7,0.958894008
5,92.46823785
1,48.98596485
3,9.162769583
4,92.26251615
3,99.72070793
0,70.25599183
0,99.17877015
1,42.76975019
4,23.38379549
5,62.8727162
2,44.3547711
0,52.85458427
6,62.71457269
2,47.57670396
2,63.70622574
1,57.45496513
4,11.44234222
0,30.02862565
7,8.799607158
7,46.60251916
1,53.01344219
3,58.2330153
6,46.7792279
7,43.67278106
5,48.80118201
3,76.31024948
3,83.32303085
5,35.25725233
5,40.85194501
6,11.44234222
7,45.29329976
7,1.019099183
6,46.48345897
7,36.8619196
5,55.7534678
7,16.73999365
3,15.32023961
4,81.07748804
7,35.32804427
6,94.79049664
0,67.38519263
7,79.35288718
7,38.78979209
0,10.19423063
5,55.68597478
0,17.54872121
4,12.4630202
6,26.55284221
7,22.13344692
4,45.61137179
7,22.68701278
3,36.82995568
3,25.66566891
3,40.55138048
3,54.82320838
6,43.38387385
4,13.40735768
4,65.18427112
7,0.00281491
2,50.11612649
4,48.1587082
6,68.83070878
6,74.45590053
0,83.83716201
0,94.17375608
4,92.59198524
6,62.71354329
4,35.04876286
2,38.53470375
4,23.32766848
6,87.32139369
0,74.88770856
7,83.83716201
0,31.95457566
6,61.12521977
0,32.04763915
0,7.097946712
4,10.30443836
7,71.26431623
0,45.68833421
5,3.633935617
2,10.1969851
4,13.0561132
3,31.05604841
